"equator_url","guideline_id","acronym","title"
"https://www.equator-network.org/reporting-guidelines/guidance-to-develop-individual-dose-recommendations-for-patients-on-chronic-hemodialysis/","guidance-to-develop-individual-dose-recommendations-for-patients","","Guidance to develop individual dose recommendations for patients on chronic hemodialysis"
"https://www.equator-network.org/reporting-guidelines/a-literature-review-of-applied-adaptive-design-methodology-within-the-field-of-oncology-in-randomised-controlled-trials-and-a-proposed-extension-to-the-consort-guidelines/","a-literature-review-of-applied-adaptive-design-methodology","","A literature review of applied adaptive design methodology within the field of oncology in randomised controlled trials and a proposed extension to the CONSORT guidelines"
"https://www.equator-network.org/reporting-guidelines/guidelines-for-reporting-evaluations-based-on-observational-methodology/","greom","GREOM","Guidelines for reporting evaluations based on observational methodology"
"https://www.equator-network.org/reporting-guidelines/a-review-of-published-analyses-of-case-cohort-studies-and-recommendations-for-future-reporting/","a-review-of-published-analyses-of-case-cohort-studies","","A review of published analyses of case-cohort studies and recommendations for future reporting"
"https://www.equator-network.org/reporting-guidelines/minimum-information-for-studies-evaluating-biologics-in-orthopaedics-mibo-platelet-rich-plasma-and-mesenchymal-stem-cells/","mibo","MIBO","Minimum Information for Studies Evaluating Biologics in Orthopaedics (MIBO) : Platelet -Rich Plasma and Mesenchymal Stem Cells"
"https://www.equator-network.org/reporting-guidelines/gripp2-reporting-checklists-tools-to-improve-reporting-of-patient-and-public-involvement-in-research/","gripp2","GRIPP2","GRIPP 2 reporting checklists: tools to improve reporting of patient and public involvement in research"
"https://www.equator-network.org/reporting-guidelines/stard/","stard-2015","STARD 2015","STARD 2015: An Updated List of Essential Items for Reporting Diagnostic Accuracy Studies"
"https://www.equator-network.org/reporting-guidelines/consort-chinese-herbal-medicine-formulas/","consort-chm","CONSORT-CHM","CONSORT Extension for Chinese Herbal Medicine Formulas 2017: Recommendations, Explanation, and Elaboration"
"https://www.equator-network.org/reporting-guidelines/improving-the-reporting-of-clinical-trials-of-infertility-treatments-imprint-modifying-the-consort-statement/","imprint","IMPRINT","Improving the reporting of clinical trials of infertility treatments (IMPRINT) : modifying the CONSORT statement"
"https://www.equator-network.org/reporting-guidelines/consort/","consort","CONSORT","CONSORT 2025 Statement: updated guideline for reporting randomised trials"
"https://www.equator-network.org/reporting-guidelines/consort-within-person-randomised-trials/","consort-2010-statement-extension-checklist-for-reporting-within","","CONSORT 2010 statement: extension checklist for reporting within person randomised trials"
"https://www.equator-network.org/reporting-guidelines/spirit-2013-statement-defining-standard-protocol-items-for-clinical-trials/","spirit-2013","SPIRIT 2013","SPIRIT 2025 Statement: Defining standard protocol items for clinical trials"
"https://www.equator-network.org/reporting-guidelines/an-introduction-to-using-bayesian-linear-regression-with-clinical-data/","an-introduction-to-using-bayesian-linear-regression-with","","An introduction to using Bayesian linear regression with clinical data"
"https://www.equator-network.org/reporting-guidelines/best-practices-in-data-analysis-and-sharing-in-neuroimaging-using-mri/","best-practices-in-data-analysis-and-sharing-in","","Best Practices in Data Analysis and Sharing in Neuroimaging using MRI"
"https://www.equator-network.org/reporting-guidelines/right-statement/","right","RIGHT","A Reporting Tool for Practice Guidelines in Health Care: The RIGHT Statement"
"https://www.equator-network.org/reporting-guidelines/the-agree-reporting-checklist-a-tool-to-improve-reporting-of-clinical-practice-guidelines/","agree-reporting-guideline-checklist","AGREE Reporting Guideline Checklist","The AGREE Reporting Checklist: a tool to improve reporting of clinical practice guidelines"
"https://www.equator-network.org/reporting-guidelines/reporting-items-for-updated-clinical-guidelines-checkup/","checkup","CheckUp","Reporting Items for Updated Clinical Guidelines: Checklist for the Reporting of Updated Guidelines (CheckUp)"
"https://www.equator-network.org/reporting-guidelines/clarity-in-reporting-terminology-and-definitions-of-set-end-points-in-resistance-training/","clarity-in-reporting-terminology-and-definitions-of-set","","Clarity in Reporting Terminology and Definitions of Set End Points in Resistance Training"
"https://www.equator-network.org/reporting-guidelines/guidelines-for-developing-and-reporting-machine-learning-predictive-models-in-biomedical-research-a-multidisciplinary-view/","guidelines-for-developing-and-reporting-machine-learning-predictive","","Guidelines for Developing and Reporting Machine Learning Predictive Models in Biomedical Research: A Multidisciplinary View"
"https://www.equator-network.org/reporting-guidelines/latent-class-analysis-an-example-for-reporting-results/","latent-class-analysis-an-example-for-reporting-results","","Latent Class Analysis: An example for reporting results"
"https://www.equator-network.org/reporting-guidelines/guideline-for-reporting-interventions-on-spinal-manipulative-therapy-consensus-on-interventions-reporting-criteria-list-for-spinal-manipulative-therapy-circle-smt/","circle-smt","CIRCLe SMT","Guideline for Reporting Interventions on Spinal Manipulative Therapy: Consensus on Interventions Reporting Criteria List for Spinal Manipulative Therapy (CIRCLe SMT)"
"https://www.equator-network.org/reporting-guidelines/consensus-on-exercise-reporting-template-cert/","cert","CERT","Consensus on Exercise Reporting Template (CERT) : Modified Delphi Study"
"https://www.equator-network.org/reporting-guidelines/preferred-reporting-items-for-the-development-of-evidence-based-clinical-practice-guidelines-in-traditional-medicine-pride-cpg-tm-explanation-and-elaboration/","pride-cpg-tm","PRIDE-CPG-TM","Preferred Reporting Items for the Development of Evidence-based Clinical Practice Guidelines in Traditional Medicine (PRIDE-CPG-TM) : Explanation and elaboration"
"https://www.equator-network.org/reporting-guidelines/consort-2010-statement-extension-to-randomised-pilot-and-feasibility-trials/","consort-2010-statement-extension-to-randomised-pilot-and","","CONSORT 2010 statement: extension to randomised pilot and feasibility trials"
"https://www.equator-network.org/reporting-guidelines/stari-statement/","stari","StaRI","Standards for Reporting Implementation Studies (StaRI) Statement"
"https://www.equator-network.org/reporting-guidelines/stard-blcm/","stard-blcm","STARD-BLCM","STARD-BLCM : Standards for the Reporting of Diagnostic accuracy studies that use Bayesian Latent Class Models"
"https://www.equator-network.org/reporting-guidelines/making-economic-evaluations-more-helpful-for-treatment-choices-in-haemophilia/","making-economic-evaluations-more-helpful-for-treatment-choices","","Making economic evaluations more helpful for treatment choices in haemophilia"
"https://www.equator-network.org/reporting-guidelines/the-reflect-statement-methods-and-processes-of-creating-reporting-guidelines-for-randomized-controlled-trials-for-livestock-and-food-safety-by-modifying-the-consort-statement/","reflect","REFLECT","The REFLECT statement: methods and processes of creating reporting guidelines for randomized controlled trials for livestock and food safety by modifying the CONSORT statement"
"https://www.equator-network.org/reporting-guidelines/development-of-the-anatomical-quality-assurance-aqua-checklist-guidelines-for-reporting-original-anatomical-studies/","aqua","AQUA","Development of the Anatomical Quality Assurance (AQUA) Checklist: guidelines for reporting original anatomical studies"
"https://www.equator-network.org/reporting-guidelines/preferred-reporting-of-case-series-in-surgery-the-process-guidelines/","process","PROCESS","Preferred Reporting Of Case Series in Surgery (PROCESS) 2023 guidelines"
"https://www.equator-network.org/reporting-guidelines/credes/","credes","CREDES","Guidance on Conducting and REporting DElphi Studies (CREDES) in palliative care: Recommendations based on a methodological systematic review"
"https://www.equator-network.org/reporting-guidelines/roses-i-statement/","roses-i","ROSES-I","CONSISE statement on the reporting of Seroepidemiologic Studies for influenza (ROSES-I statement): an extension of the STROBE statement"
"https://www.equator-network.org/reporting-guidelines/recommendations-for-improving-the-quality-of-reporting-clinical-electrochemotherapy-studies-based-on-qualitative-systematic-review/","recommendations-for-improving-the-quality-of-reporting-clinical","","Recommendations for improving the quality of reporting clinical electrochemotherapy studies based on qualitative systematic review"
"https://www.equator-network.org/reporting-guidelines/standardization-of-pathologic-evaluation-and-reporting-of-postneoadjuvant-specimens-in-clinical-trials-of-breast-cancer-recommendations-from-an-international-working-group/","standardization-of-pathologic-evaluation-and-reporting-of-postneoadjuvant","","Standardization of pathologic evaluation and reporting of postneoadjuvant specimens in clinical trials of breast cancer: recommendations from an international working group"
"https://www.equator-network.org/reporting-guidelines/reporting-magnetic-resonance-imaging-in-men-on-active-surveillance-for-prostate-cancer-the-precise-recommendations-a-report-of-a-european-school-of-oncology-task-force/","precise","PRECISE","Reporting Magnetic Resonance Imaging in Men on Active Surveillance for Prostate Cancer: The PRECISE Recommendations -A Report of a European School of Oncology Task Force"
"https://www.equator-network.org/reporting-guidelines/greet/","greet","GREET","Development and validation of the guideline for reporting evidence-based practice educational interventions and teaching (GREET)"
"https://www.equator-network.org/reporting-guidelines/metastasis-reporting-and-data-system-for-prostate-cancer-practical-guidelines-for-acquisition-interpretation-and-reporting-of-whole-body-magnetic-resonance-imaging-based-evaluations-of-multiorgan-i/","met-rads-p","MET-RADS-P","METastasis Reporting and Data System for Prostate Cancer: Practical Guidelines for Acquisition, Interpretation, and Reporting of Whole-body Magnetic Resonance Imaging-based Evaluations of Multiorgan Involvement in Advanced Prostate Cancer"
"https://www.equator-network.org/reporting-guidelines/irreversible-electroporation-ire-standardization-of-terminology-and-reporting-criteria-for-analysis-and-comparison/","irreversible-electroporation-ire-standardization-of-terminology-and","","Irreversible Electroporation (IRE) : Standardization of Terminology and Reporting Criteria for Analysis and Comparison"
"https://www.equator-network.org/reporting-guidelines/improving-the-reporting-quality-of-nonrandomized-evaluations-of-behavioral-and-public-health-interventions-the-trend-statement/","trend","TREND","Improving the reporting quality of nonrandomized evaluations of behavioral and public health interventions: the TREND statement"
"https://www.equator-network.org/reporting-guidelines/reporting-studies-on-time-to-diagnosis-proposal-of-a-guideline-by-an-international-panel-rest/","rest","REST","Reporting studies on time to diagnosis: proposal of a guideline by an international panel (REST)"
"https://www.equator-network.org/reporting-guidelines/the-scare-statement-consensus-based-surgical-case-report-guidelines/","scare","SCARE","The SCARE 2020 Guideline: Updating Consensus Surgical CAse REport (SCARE) Guidelines"
"https://www.equator-network.org/reporting-guidelines/using-theory-of-change-to-design-and-evaluate-public-health-interventions-a-systematic-review/","using-theory-of-change-to-design-and-evaluate","","Using theory of change to design and evaluate public health interventions: a systematic review"
"https://www.equator-network.org/reporting-guidelines/strobe-ni/","strobe-ni","STROBE-NI","Strengthening the Reporting of Observational Studies in Epidemiology for Newborn Infection (STROBE-NI) : an extension of the STROBE statement for neonatal infection research"
"https://www.equator-network.org/reporting-guidelines/transcription-factor-hif1a-downstream-targets-associated-pathways-polymorphic-hypoxia-response-element-hre-sites-and-initiative-for-standardization-of-reporting-in-scientific-literature/","transcription-factor-hif-1a-downstream-targets-associated-pathways","","Transcription factor HIF 1A: downstream targets, associated pathways, polymorphic hypoxia response element (HRE) sites, and initiative for standardization of reporting in scientific literature"
"https://www.equator-network.org/reporting-guidelines/a-checklist-for-reporting-valuation-studies-of-multi-attribute-utility-based-instruments-create/","create","CREATE","A Checklist for Reporting Valuation Studies of Multi -Attribute Utility -Based Instruments (CREATE)"
"https://www.equator-network.org/reporting-guidelines/reporting-recommendations-for-tumour-marker-prognostic-studies-remark/","remark","REMARK","REporting recommendations for tumour MARKer prognostic studies (REMARK)"
"https://www.equator-network.org/reporting-guidelines/recommendations-to-improve-adverse-event-reporting-in-clinical-trial-publications-a-joint-pharmaceutical-industryjournal-editor-perspective/","recommendations-to-improve-adverse-event-reporting-in-clinical","","Recommendations to improve adverse event reporting in clinical trial publications: a joint pharmaceutical industry/journal editor perspective"
"https://www.equator-network.org/reporting-guidelines/image-guided-tumor-ablation-standardization-of-terminology-and-reporting-criteria-a-10-year-update/","image-guided-tumor-ablation-standardization-of-terminology-and-reporting","","Image-guided Tumor Ablation: Standardization of Terminology and Reporting Criteria—A 10 -Year Update"
"https://www.equator-network.org/reporting-guidelines/cos-star-statement/","cos-star","COS-STAR","Core Outcome Set -STAndards for Reporting: The COS-STAR Statement"
"https://www.equator-network.org/reporting-guidelines/evaluation-of-response-after-pre-operative-radiotherapy-in-soft-tissue-sarcomas-the-european-organisation-for-research-and-treatment-of-cancer-soft-tissue-and-bone-sarcoma-group-eortc-stbsg-and-ima/","evaluation-of-response-after-pre-operative-radiotherapy-in-soft","","Evaluation of response after pre-operative radiotherapy in soft tissue sarcomas; the European Organisation for Research and Treatment of Cancer -Soft Tissue and Bone Sarcoma Group (EORTC-STBSG) and Imaging Group recommendations for radiological examination and reporting with an emphasis on magnetic resonance imaging"
"https://www.equator-network.org/reporting-guidelines/eliciting-the-childs-voice-in-adverse-event-reporting-in-oncology-trials-cognitive-interview-findings-from-the-pediatric-patient-reported-outcomes-version-of-the-common-terminology-criteria-for-adv/","eliciting-the-child-s-voice-in-adverse-event-reporting","","Eliciting the child’s voice in adverse event reporting in oncology trials: Cognitive interview findings from the Pediatric Patient -Reported Outcomes version of the Common Terminology Criteria for Adverse Events initiative"
"https://www.equator-network.org/reporting-guidelines/homeopathic-clinical-case-reports-development-of-a-supplement-hom-case-to-the-care-clinical-case-reporting-guideline/","hom-case","HOM-CASE","Homeopathic clinical case reports: Development of a supplement (HOM-CASE) to the CARE clinical case reporting guideline"
"https://www.equator-network.org/reporting-guidelines/reporting-guidelines-for-health-care-simulation-research-extensions-to-the-consort-and-strobe-statements/","reporting-guidelines-for-health-care-simulation-research-extensions","","Reporting Guidelines for Health Care Simulation Research: Extensions to the CONSORT and STROBE Statements"
"https://www.equator-network.org/reporting-guidelines/guidelines-for-reporting-articles-on-psychiatry-and-heart-rate-variability-graph-recommendations-to-advance-research-communication/","graph","GRAPH","Guidelines for Reporting Articles on Psychiatry and Heart rate variability (GRAPH) : recommendations to advance research communication"
"https://www.equator-network.org/reporting-guidelines/sager-guidelines/","sager","SAGER","Sex and Gender Equity in Research: rationale for the SAGER guidelines and recommended use"
"https://www.equator-network.org/reporting-guidelines/gather-statement/","gather","GATHER","Guidelines for Accurate and Transparent Health Estimates Reporting: the GATHER statement"
"https://www.equator-network.org/reporting-guidelines/rameses-ii-reporting-standards-for-realist-evaluations/","rameses-ii","RAMESES II","RAMESES II reporting standards for realist evaluations"
"https://www.equator-network.org/reporting-guidelines/medical-abortion-reporting-of-efficacy-the-mare-guidelines/","mare-c-and-mare-s","MARE-C & MARE-S","Medical abortion reporting of efficacy: the MARE guidelines."
"https://www.equator-network.org/reporting-guidelines/strobe-nut/","strobe-nut","STROBE-nut","Strengthening the Reporting of Observational Studies in Epidemiology—Nutritional Epidemiology (STROBE-nut) : An Extension of the STROBE Statement"
"https://www.equator-network.org/reporting-guidelines/methodology-used-in-studies-reporting-chronic-kidney-disease-prevalence-a-systematic-literature-review/","methodology-used-in-studies-reporting-chronic-kidney-disease","","Methodology used in studies reporting chronic kidney disease prevalence: a systematic literature review"
"https://www.equator-network.org/reporting-guidelines/standardized-outcomes-reporting-in-metabolic-and-bariatric-surgery/","standardized-outcomes-reporting-in-metabolic-and-bariatric-surgery","","Standardized outcomes reporting in metabolic and bariatric surgery"
"https://www.equator-network.org/reporting-guidelines/quality-of-methods-reporting-in-animal-models-of-colitis/","quality-of-methods-reporting-in-animal-models-of","","Quality of methods reporting in animal models of colitis"
"https://www.equator-network.org/reporting-guidelines/core-reference/","core-reference","CORE Reference","Developing the Clarity and Openness in Reporting: E3-based (CORE) reference user manual for creation of clinical study reports in the era of clinical trial transparency"
"https://www.equator-network.org/reporting-guidelines/definition-and-classification-of-intraoperative-complications-classic-delphi-study-and-pilot-evaluation/","definition-and-classification-of-intraoperative-complications-classic","","Definition and classification of intraoperative complications (CLASSIC) : Delphi study and pilot evaluation"
"https://www.equator-network.org/reporting-guidelines/specifying-the-target-difference-in-the-primary-outcome-for-a-randomised-controlled-trial-guidance-for-researchers/","delta2","DELTA2","DELTA 2 guidance on choosing the target difference and undertaking and reporting the sample size calculation for a randomised controlled trial"
"https://www.equator-network.org/reporting-guidelines/consensus-on-recording-deep-endometriosis-surgery-the-cordes-statement/","cordes","CORDES","Consensus on Recording Deep Endometriosis Surgery: the CORDES statement"
"https://www.equator-network.org/reporting-guidelines/consensus-guidelines-on-plasma-cell-myeloma-minimal-residual-disease-analysis-and-reporting/","consensus-guidelines-on-plasma-cell-myeloma-minimal-residual","","Consensus guidelines on plasma cell myeloma minimal residual disease analysis and reporting"
"https://www.equator-network.org/reporting-guidelines/improving-research-practice-in-rat-orthotopic-and-partial-orthotopic-liver-transplantation-a-review-recommendation-and-publication-guide/","improving-research-practice-in-rat-orthotopic-and-partial","","Improving research practice in rat orthotopic and partial orthotopic liver transplantation: a review, recommendation, and publication guide"
"https://www.equator-network.org/reporting-guidelines/transparent-reporting-of-data-quality-in-distributed-data-networks/","transparent-reporting-of-data-quality-in-distributed-data","","Transparent reporting of data quality in distributed data networks"
"https://www.equator-network.org/reporting-guidelines/scribe-statement/","scribe","SCRIBE","The Single -Case Reporting Guideline In BEhavioural Interventions (SCRIBE) 2016 Statement"
"https://www.equator-network.org/reporting-guidelines/scct-guidelines-for-the-interpretation-and-reporting-of-coronary-ct-angiography-a-report-of-the-society-of-cardiovascular-computed-tomography-guidelines-committee/","scct-guidelines-for-the-interpretation-and-reporting-of","","SCCT guidelines for the interpretation and reporting of coronary CT angiography: a report of the Society of Cardiovascular Computed Tomography Guidelines Committee"
"https://www.equator-network.org/reporting-guidelines/quality-of-pain-intensity-assessment-reporting-acttion-systematic-review-and-recommendations/","quality-of-pain-intensity-assessment-reporting-acttion-systematic","","Quality of pain intensity assessment reporting: ACTTION systematic review and recommendations"
"https://www.equator-network.org/reporting-guidelines/guidelines-for-the-reporting-of-treatment-trials-for-alcohol-use-disorders/","guidelines-for-the-reporting-of-treatment-trials-for","","Guidelines for the reporting of treatment trials for alcohol use disorders"
"https://www.equator-network.org/reporting-guidelines/development-of-the-standards-of-reporting-of-neurological-disorders-strond-checklist-a-guideline-for-the-reporting-of-incidence-and-prevalence-studies-in-neuroepidemiology/","strond","STROND","Development of the Standards of Reporting of Neurological Disorders (STROND) checklist: A guideline for the reporting of incidence and prevalence studies in neuroepidemiology"
"https://www.equator-network.org/reporting-guidelines/guidelines-for-reporting-of-health-interventions-using-mobile-phones-mobile-health-mhealth-evidence-reporting-and-assessment-mera-checklist/","mera","mERA","Guidelines for reporting of health interventions using mobile phones: mobile health (mHealth) evidence reporting and assessment (m ERA) checklist"
"https://www.equator-network.org/reporting-guidelines/ensuring-consistent-reporting-of-clinical-pharmacy-services-to-enhance-reproducibility-in-practice-an-improved-version-of-depict/","depict-2","DEPICT 2","Ensuring consistent reporting of clinical pharmacy services to enhance reproducibility in practice: an improved version of DEPICT"
"https://www.equator-network.org/reporting-guidelines/guidelines-for-reporting-embedded-recruitment-trials/","guidelines-for-reporting-embedded-recruitment-trials","","Guidelines for reporting embedded recruitment trials"
"https://www.equator-network.org/reporting-guidelines/utstein-style-guidelines-on-uniform-reporting-of-in-hospital-cardiopulmonary-resuscitation-in-dogs-and-cats/","utstein-style-guidelines-on-uniform-reporting-of-in-hospital-cardiopulmonary","","Utstein-style guidelines on uniform reporting of in-hospital cardiopulmonary resuscitation in dogs and cats"
"https://www.equator-network.org/reporting-guidelines/rigor-reporting-guidelines-to-address-common-sources-of-bias-in-risk-model-development/","rigor","RiGoR","RiGoR: reporting guidelines to address common sources of bias in risk model development"
"https://www.equator-network.org/reporting-guidelines/strobe/","strobe","STROBE","The Strengthening the Reporting of Observational Studies in Epidemiology (STROBE) Statement: guidelines for reporting observational studies"
"https://www.equator-network.org/reporting-guidelines/an-extension-of-stard-statements-for-reporting-diagnostic-accuracy-studies-on-liver-fibrosis-tests-the-liver-fibrostard-standards/","liver-fibrostard","Liver-FibroSTARD","An extension of STARD statements for reporting diagnostic accuracy studies on liver fibrosis tests: the Liver -FibroSTARD standards"
"https://www.equator-network.org/reporting-guidelines/record/","record","RECORD","The REporting of studies Conducted using Observational Routinely-collected health Data (RECORD) Statement"
"https://www.equator-network.org/reporting-guidelines/prisma-harms/","prisma-harms","PRISMA harms","PRISMA harms checklist: improving harms reporting in systematic reviews"
"https://www.equator-network.org/reporting-guidelines/recommendations-for-the-improved-effectiveness-and-reporting-of-telemedicine-programs-in-developing-countries-results-of-a-systematic-literature-review/","recommendations-for-the-improved-effectiveness-and-reporting-of","","Recommendations for the improved effectiveness and reporting of telemedicine programs in developing countries: results of a systematic literature review"
"https://www.equator-network.org/reporting-guidelines/reporting-standards-for-guideline-based-performance-measures/","reporting-standards-for-guideline-based-performance-measures","","Reporting standards for guideline-based performance measures"
"https://www.equator-network.org/reporting-guidelines/reporting-guidelines-for-population-pharmacokinetic-analyses/","reporting-guidelines-for-population-pharmacokinetic-analyses","","Reporting guidelines for population pharmacokinetic analyses"
"https://www.equator-network.org/reporting-guidelines/a-review-of-40-years-of-enteric-antimicrobial-resistance-research-in-eastern-africa-what-can-be-done-better/","a-review-of-40-years-of-enteric-antimicrobial","","A review of 40 years of enteric antimicrobial resistance research in Eastern Africa: what can be done better?"
"https://www.equator-network.org/reporting-guidelines/developing-a-methodological-framework-for-organisational-case-studies-a-rapid-review-and-consensus-development-process/","developing-a-methodological-framework-for-organisational-case-studies","","Developing a methodological framework for organisational case studies: a rapid review and consensus development process"
"https://www.equator-network.org/reporting-guidelines/prisma/","prisma-2020","PRISMA 2020","The PRISMA 2020 statement: An updated guideline for reporting systematic reviews"
"https://www.equator-network.org/reporting-guidelines/strobe-ams/","strobe-ams","STROBE-AMS","STROBE-AMS : recommendations to optimise reporting of epidemiological studies on antimicrobial resistance and informing improvement in antimicrobial stewardship"
"https://www.equator-network.org/reporting-guidelines/a-checklist-to-improve-reporting-of-group-based-behaviour-change-interventions/","a-checklist-to-improve-reporting-of-group-based-behaviour-change","","A checklist to improve reporting of group-based behaviour-change interventions"
"https://www.equator-network.org/reporting-guidelines/a-call-for-transparent-reporting-to-optimize-the-predictive-value-of-preclinical-research/","a-call-for-transparent-reporting-to-optimize-the","","A call for transparent reporting to optimize the predictive value of preclinical research"
"https://www.equator-network.org/reporting-guidelines/guidelines-for-uniform-reporting-of-body-fluid-biomarker-studies-in-neurologic-disorders/","guidelines-for-uniform-reporting-of-body-fluid-biomarker","","Guidelines for uniform reporting of body fluid biomarker studies in neurologic disorders"
"https://www.equator-network.org/reporting-guidelines/prisma-extension-network-meta-analyses/","the-prisma-extension-statement-for-reporting-of-systematic","","The PRISMA Extension Statement for Reporting of Systematic Reviews Incorporating Network Meta-analyses of Health Care Interventions: Checklist and Explanations"
"https://www.equator-network.org/reporting-guidelines/designing-and-reporting-case-series-in-plastic-surgery/","designing-and-reporting-case-series-in-plastic-surgery","","Designing and reporting case series in plastic surgery"
"https://www.equator-network.org/reporting-guidelines/standards-of-reporting-for-mri-targeted-biopsy-studies-start-of-the-prostate-recommendations-from-an-international-working-group/","start","START","Standards of reporting for MRI-targeted biopsy studies (START) of the prostate: recommendations from an International Working Group"
"https://www.equator-network.org/reporting-guidelines/do-the-media-provide-transparent-health-information-a-cross-cultural-comparison-of-public-information-about-the-hpv-vaccine/","do-the-media-provide-transparent-health-information-a","","Do the media provide transparent health information? A cross-cultural comparison of public information about the HPV vaccine"
"https://www.equator-network.org/reporting-guidelines/a-reporting-guide-for-studies-on-individual-differences-in-traffic-safety/","a-reporting-guide-for-studies-on-individual-differences","","A reporting guide for studies on individual differences in traffic safety"
"https://www.equator-network.org/reporting-guidelines/disaster-medicine-reporting-the-need-for-new-guidelines-and-the-confide-statement/","confide","CONFIDE","Disaster medicine reporting: the need for new guidelines and the CONFIDE statement"
"https://www.equator-network.org/reporting-guidelines/canadian-association-of-gastroenterology-consensus-guidelines-on-safety-and-quality-indicators-in-endoscopy/","canadian-association-of-gastroenterology-consensus-guidelines-on-safety","","Canadian Association of Gastroenterology consensus guidelines on safety and quality indicators in endoscopy"
"https://www.equator-network.org/reporting-guidelines/development-and-validation-of-reporting-guidelines-for-studies-involving-data-linkage/","development-and-validation-of-reporting-guidelines-for-studies","","Development and validation of reporting guidelines for studies involving data linkage"
"https://www.equator-network.org/reporting-guidelines/standardized-reporting-guidelines-for-emergency-department-syncope-risk-stratification-research/","standardized-reporting-guidelines-for-emergency-department-syncope-risk-stratification","","Standardized reporting guidelines for emergency department syncope risk-stratification research"
"https://www.equator-network.org/reporting-guidelines/the-consort-statement-application-within-and-adaptations-for-orthodontic-trials/","the-consort-statement-application-within-and-adaptations-for","","The CONSORT Statement: Application within and adaptations for orthodontic trials"
"https://www.equator-network.org/reporting-guidelines/translating-trial-based-molecular-monitoring-into-clinical-practice-importance-of-international-standards-and-practical-considerations-for-community-practitioners/","translating-trial-based-molecular-monitoring-into-clinical-practice-importance","","Translating trial-based molecular monitoring into clinical practice: importance of international standards and practical considerations for community practitioners"
"https://www.equator-network.org/reporting-guidelines/recommendations-for-the-reporting-of-foot-and-ankle-models/","recommendations-for-the-reporting-of-foot-and-ankle","","Recommendations for the reporting of foot and ankle models"
"https://www.equator-network.org/reporting-guidelines/a-structured-approach-to-documenting-a-search-strategy-for-publication-a-12-step-guideline-for-authors/","a-structured-approach-to-documenting-a-search-strategy","","A structured approach to documenting a search strategy for publication: a 12 step guideline for authors"
"https://www.equator-network.org/reporting-guidelines/a-new-manner-of-reporting-pressure-results-after-glaucoma-surgery/","a-new-manner-of-reporting-pressure-results-after","","A new manner of reporting pressure results after glaucoma surgery"
"https://www.equator-network.org/reporting-guidelines/maps-statement/","maps","MAPS","Preferred reporting items for studies mapping onto preference-based outcome measures: The MAPS statement"
"https://www.equator-network.org/reporting-guidelines/too-many-digits-the-presentation-of-numerical-data/","too-many-digits-the-presentation-of-numerical-data","","Too many digits: the presentation of numerical data"
"https://www.equator-network.org/reporting-guidelines/a-tool-to-analyze-the-transferability-of-health-promotion-interventions/","astaire","ASTAIRE","A tool to analyze the transferability of health promotion interventions"
"https://www.equator-network.org/reporting-guidelines/setting-number-of-decimal-places-for-reporting-risk-ratios-rule-of-four/","setting-number-of-decimal-places-for-reporting-risk","","Setting number of decimal places for reporting risk ratios: rule of four"
"https://www.equator-network.org/reporting-guidelines/an-introduction-to-standardized-clinical-nomenclature-for-dysmorphic-features-the-elements-of-morphology-project/","an-introduction-to-standardized-clinical-nomenclature-for-dysmorphic","","An introduction to standardized clinical nomenclature for dysmorphic features: the Elements of Morphology project"
"https://www.equator-network.org/reporting-guidelines/morecare-statement/","morecare","MORECare","Evaluating complex interventions in end of life care: the MORECare statement on good practice generated by a synthesis of transparent expert consultations and systematic reviews"
"https://www.equator-network.org/reporting-guidelines/strobe-rds/","strobe-rds","STROBE-RDS","Strengthening the Reporting of Observational Studies in Epidemiology for Respondent -Driven Sampling Studies: ‘ STROBE-RDS ’ Statement."
"https://www.equator-network.org/reporting-guidelines/a-protocol-format-for-the-preparation-registration-and-publication-of-systematic-reviews-of-animal-intervention-studies/","a-protocol-format-for-the-preparation-registration-and","","A protocol format for the preparation, registration and publication of systematic reviews of animal intervention studies"
"https://www.equator-network.org/reporting-guidelines/reporting-standards-for-literature-searches-and-report-inclusion-criteria-making-research-syntheses-more-transparent-and-easy-to-replicate/","reporting-standards-for-literature-searches-and-report-inclusion","","Reporting standards for literature searches and report inclusion criteria: making research syntheses more transparent and easy to replicate"
"https://www.equator-network.org/reporting-guidelines/brisq/","brisq","BRISQ","Biospecimen reporting for improved study quality (BRISQ)"
"https://www.equator-network.org/reporting-guidelines/consort-cent/","consort-cent","CONSORT-CENT","CONSORT extension for reporting N-of- 1 trials (CENT) 2015 Statement"
"https://www.equator-network.org/reporting-guidelines/prisma-ipd/","prisma-ipd","PRISMA-IPD","Preferred Reporting Items for Systematic Review and Meta -Analyses of individual participant data: the PRISMA-IPD Statement"
"https://www.equator-network.org/reporting-guidelines/instrumental-variable-methods-in-comparative-safety-and-effectiveness-research/","instrumental-variable-methods-in-comparative-safety-and-effectiveness","","Instrumental variable methods in comparative safety and effectiveness research"
"https://www.equator-network.org/reporting-guidelines/protecting-the-power-of-interventions-through-proper-reporting/","protecting-the-power-of-interventions-through-proper-reporting","","Protecting the power of interventions through proper reporting"
"https://www.equator-network.org/reporting-guidelines/clinpk/","clinpk","ClinPK","Reporting Guidelines for Clinical Pharmacokinetic Studies: The Clin PK Statement"
