"equator_url","guideline_id","acronym","title"
"https://www.equator-network.org/reporting-guidelines/murine-models-of-radiation-cardiotoxicity-a-systematic-review-and-recommendations-for-future-studies/","murine-models-of-radiation-cardiotoxicity-a-systematic-review","","Murine models of radiation cardiotoxicity: a systematic review and recommendations for future studies"
"https://www.equator-network.org/reporting-guidelines/a-reporting-tool-for-adapted-guidelines-in-health-care-the-right-adapt-checklist/","right-ad-pt","RIGHT-Ad@pt","A Reporting Tool for Adapted Guidelines in Health Care: The RIGHT-Ad@pt Checklist"
"https://www.equator-network.org/reporting-guidelines/application-of-mixed-methods-in-health-services-management-research-a-systematic-review/","application-of-mixed-methods-in-health-services-management","","Application of Mixed Methods in Health Services Management Research: A Systematic Review"
"https://www.equator-network.org/reporting-guidelines/a-checklist-for-assessing-the-methodological-quality-of-concurrent-tes-fmri-studies-contes-checklist-a-consensus-study-and-statement/","contes-checklist","ContES checklist","A checklist for assessing the methodological quality of concurrent t ES-fMRI studies (ContES checklist): a consensus study and statement"
"https://www.equator-network.org/reporting-guidelines/position-statement-on-exercise-dosage-in-rheumatic-and-musculoskeletal-diseases-the-role-of-the-impact-rmd-toolkit/","impact-rmd-toolkit","IMPACT-RMD Toolkit","Position Statement on Exercise Dosage in Rheumatic and Musculoskeletal Diseases: The Role of the IMPACT-RMD Toolkit"
"https://www.equator-network.org/reporting-guidelines/code-ehr-best-practice-framework-for-the-use-of-structured-electronic-health-care-records-in-clinical-research/","code-ehr","CODE-EHR","CODE-EHR best-practice framework for the use of structured electronic health-care records in clinical research"
"https://www.equator-network.org/reporting-guidelines/towards-better-reporting-of-the-proportion-of-days-covered-method-in-cardiovascular-medication-adherence-a-scoping-review-and-new-tool-ten-spiders/","ten-spiders","TEN-SPIDERS","Towards better reporting of the proportion of days covered method in cardiovascular medication adherence: A scoping review and new tool TEN-SPIDERS"
"https://www.equator-network.org/reporting-guidelines/methodological-standards-for-conducting-and-reporting-meta-analyses-ensuring-the-replicability-of-meta-analyses-of-pharmacist-led-medication-review/","methodological-standards-for-conducting-and-reporting-meta-analyses-ensuring","","Methodological standards for conducting and reporting meta-analyses: Ensuring the replicability of meta-analyses of pharmacist-led medication review"
"https://www.equator-network.org/reporting-guidelines/a-scoping-review-of-the-use-of-ethnographic-approaches-in-implementation-research-and-recommendations-for-reporting/","a-scoping-review-of-the-use-of-ethnographic","","A scoping review of the use of ethnographic approaches in implementation research and recommendations for reporting"
"https://www.equator-network.org/reporting-guidelines/the-ripi-f-reporting-integrity-of-psychological-interventions-delivered-face-to-face-checklist-was-developed-to-guide-reporting-of-treatment-integrity-in-face-to-face-psychological-interventions/","ripi-f","RIPI-f","The RIPI-f (Reporting Integrity of Psychological Interventions delivered face-to-face) checklist was developed to guide reporting of treatment integrity in face-to-face psychological interventions"
"https://www.equator-network.org/reporting-guidelines/eular-points-to-consider-for-minimal-reporting-requirements-in-synovial-tissue-research-in-rheumatology/","eular-points-to-consider-for-minimal-reporting-requirements","","EULAR points to consider for minimal reporting requirements in synovial tissue research in rheumatology"
"https://www.equator-network.org/reporting-guidelines/methods-and-applications-of-social-media-monitoring-of-mental-health-during-disasters-scoping-review/","methods-and-applications-of-social-media-monitoring-of","","Methods and Applications of Social Media Monitoring of Mental Health During Disasters: Scoping Review"
"https://www.equator-network.org/reporting-guidelines/how-to-report-light-exposure-in-human-chronobiology-and-sleep-research-experiments/","how-to-report-light-exposure-in-human-chronobiology","","How to Report Light Exposure in Human Chronobiology and Sleep Research Experiments"
"https://www.equator-network.org/reporting-guidelines/six-practical-recommendations-for-improved-implementation-outcomes-reporting/","six-practical-recommendations-for-improved-implementation-outcomes-reporting","","Six practical recommendations for improved implementation outcomes reporting"
"https://www.equator-network.org/reporting-guidelines/reporting-guideline-for-the-early-stage-clinical-evaluation-of-decision-support-systems-driven-by-artificial-intelligence-decide-ai/","decide-ai","DECIDE-AI","Reporting guideline for the early-stage clinical evaluation of decision support systems driven by artificial intelligence: DECIDE-AI"
"https://www.equator-network.org/reporting-guidelines/use-of-actigraphy-for-assessment-in-pediatric-sleep-research/","use-of-actigraphy-for-assessment-in-pediatric-sleep","","Use of actigraphy for assessment in pediatric sleep research"
"https://www.equator-network.org/reporting-guidelines/an-extension-of-the-right-statement-for-introductions-and-interpretations-of-clinical-practice-guidelines-right-for-int/","right-for-int","RIGHT for INT","An extension of the RIGHT statement for introductions and interpretations of clinical practice guidelines: RIGHT for INT"
"https://www.equator-network.org/reporting-guidelines/guidance-for-publishing-qualitative-research-in-informatics/","guidance-for-publishing-qualitative-research-in-informatics","","Guidance for publishing qualitative research in informatics"
"https://www.equator-network.org/reporting-guidelines/international-consensus-based-review-and-recommendations-for-minimum-reporting-standards-in-research-on-transcutaneous-vagus-nerve-stimulation-version-2020/","international-consensus-based-review-and-recommendations-for-minimum","","International Consensus Based Review and Recommendations for Minimum Reporting Standards in Research on Transcutaneous Vagus Nerve Stimulation (Version 2020)"
"https://www.equator-network.org/reporting-guidelines/developing-a-checklist-for-reporting-research-using-simulated-patient-methodology-crisp-a-consensus-study/","crisphe","CRiSPHe","Refining the CRiSPHe (checklist for reporting research using a simulated patient methodology in Health): a Delphi study"
"https://www.equator-network.org/reporting-guidelines/recommendations-and-publication-guidelines-for-studies-using-frequency-domain-and-time-frequency-domain-analyses-of-neural-time-series/","recommendations-and-publication-guidelines-for-studies-using-frequency","","Recommendations and publication guidelines for studies using frequency domain and time-frequency domain analyses of neural time series"
"https://www.equator-network.org/reporting-guidelines/improving-reporting-of-clinical-studies-using-the-poseidon-criteria-posort-guidelines/","posort","POSORT","Improving Reporting of Clinical Studies Using the POSEIDON Criteria: POSORT Guidelines"
"https://www.equator-network.org/reporting-guidelines/using-qualitative-research-to-develop-an-elaboration-of-the-tidier-checklist-for-interventions-to-enhance-vaccination-communication-short-report/","using-qualitative-research-to-develop-an-elaboration-of","","Using qualitative research to develop an elaboration of the TIDieR checklist for interventions to enhance vaccination communication: short report"
"https://www.equator-network.org/reporting-guidelines/health-economic-analyses-of-diagnostics-guidance-on-design-and-reporting/","health-economic-analyses-of-diagnostics-guidance-on-design","","Health -Economic Analyses of Diagnostics: Guidance on Design and Reporting"
"https://www.equator-network.org/reporting-guidelines/standardized-reporting-of-machine-learning-applications-in-urology-the-stream-uro-framework/","stream-uro","STREAM-URO","Standardized Reporting of Machine Learning Applications in Urology: The STREAM-URO Framework"
"https://www.equator-network.org/reporting-guidelines/preliminary-minimum-reporting-requirements-for-in-vivo-neural-interface-research-i-implantable-neural-interfaces/","preliminary-minimum-reporting-requirements-for-in-vivo-neural","","Preliminary Minimum Reporting Requirements for In -Vivo Neural Interface Research: I. Implantable Neural Interfaces"
"https://www.equator-network.org/reporting-guidelines/rasch-reporting-guideline-for-rehabilitation-research-ruler-the-ruler-statement/","ruler","RULER","Rasch Reporting Guideline for Rehabilitation Research (RULER) : The RULER Statement"
"https://www.equator-network.org/reporting-guidelines/conceptual-ambiguity-surrounding-gamification-and-serious-games-in-health-care-literature-review-and-development-of-game-based-intervention-reporting-guidelines-gaming/","gaming","GAMING","Conceptual Ambiguity Surrounding Gamification and Serious Games in Health Care: Literature Review and Development of Game -Based Intervention Reporting Guidelines (GAMING)"
"https://www.equator-network.org/reporting-guidelines/guidelines-for-reporting-on-animal-fecal-transplantation-graft-studies-recommendations-from-a-systematic-review-of-murine-transplantation-protocols/","graft","GRAFT","Guidelines for reporting on animal fecal transplantation (GRAFT) studies: recommendations from a systematic review of murine transplantation protocols"
"https://www.equator-network.org/reporting-guidelines/a-scoping-review-of-four-decades-of-outcomes-in-nonsurgical-root-canal-treatment-nonsurgical-retreatment-and-apexification-studies-part-3-a-proposed-framework-for-standardized-data-collection-and-r/","a-scoping-review-of-four-decades-of-outcomes","","A Scoping Review of Four Decades of Outcomes in Nonsurgical Root Canal Treatment, Nonsurgical Retreatment, and Apexification Studies: Part 3 -A Proposed Framework for Standardized Data Collection and Reporting of Endodontic Outcome Studies"
"https://www.equator-network.org/reporting-guidelines/evidence-publication-checklist-for-studies-evaluating-connected-sensor-technologies-explanation-and-elaboration/","evidence","EVIDENCE","EVIDENCE Publication Checklist for Studies Evaluating Connected Sensor Technologies: Explanation and Elaboration"
"https://www.equator-network.org/reporting-guidelines/eular-points-to-consider-when-analysing-and-reporting-comparative-effectiveness-research-using-observational-data-in-rheumatology/","eular-points-to-consider-when-analysing-and-reporting","","EULAR points to consider when analysing and reporting comparative effectiveness research using observational data in rheumatology"
"https://www.equator-network.org/reporting-guidelines/reporting-guidelines-for-human-microbiome-research-the-storms-checklist/","storms","STORMS","Reporting guidelines for human microbiome research: the STORMS checklist"
"https://www.equator-network.org/reporting-guidelines/smartphone-delivered-ecological-momentary-interventions-based-on-ecological-momentary-assessments-to-promote-health-behaviors-systematic-review-and-adapted-checklist-for-reporting-ecological-momentar/","cremais","CREMAIs","Smartphone -Delivered Ecological Momentary Interventions Based on Ecological Momentary Assessments to Promote Health Behaviors: Systematic Review and Adapted Checklist for Reporting Ecological Momentary Assessment and Intervention Studies"
"https://www.equator-network.org/reporting-guidelines/a-systematic-review-of-methods-and-procedures-used-in-ecological-momentary-assessments-of-diet-and-physical-activity-research-in-youth-an-adapted-strobe-checklist-for-reporting-ema-studies-cremas/","cremas","CREMAS","A Systematic Review of Methods and Procedures Used in Ecological Momentary Assessments of Diet and Physical Activity Research in Youth: An Adapted STROBE Checklist for Reporting EMA Studies (CREMAS)"
"https://www.equator-network.org/reporting-guidelines/spirit-path/","spirit-path","SPIRIT-Path","Guidelines for cellular and molecular pathology content in clinical trial protocols: the SPIRIT-Path extension"
"https://www.equator-network.org/reporting-guidelines/strobe-mr-statement/","strobe-mr","STROBE-MR","Strengthening the Reporting of Observational Studies in Epidemiology Using Mendelian Randomization: The STROBE-MR Statement"
"https://www.equator-network.org/reporting-guidelines/reporting-guidelines-for-whole-body-vibration-studies-in-humans-animals-and-cell-cultures-a-consensus-statement-from-an-international-group-of-experts/","reporting-guidelines-for-whole-body-vibration-studies-in","","Reporting Guidelines for Whole -Body Vibration Studies in Humans, Animals and Cell Cultures: A Consensus Statement from an International Group of Experts"
"https://www.equator-network.org/reporting-guidelines/checklist-for-theoretical-report-in-epidemiological-studies-crt-ee-explanation-and-elaboration/","crt-ee","CRT-EE","Checklist for Theoretical Report in Epidemiological Studies (CRT-EE) : explanation and elaboration"
"https://www.equator-network.org/reporting-guidelines/early-phase-clinical-trials-extension-to-guidelines-for-the-content-of-statistical-analysis-plans/","early-phase-clinical-trials-extension-to-guidelines-for","","Early phase clinical trials extension to guidelines for the content of statistical analysis plans"
"https://www.equator-network.org/reporting-guidelines/persist/","persist","PERSiST","Implementing the 27 PRISMA 2020 Statement items for systematic reviews in the sport and exercise medicine, musculoskeletal rehabilitation and sports science fields: the PERSiST (implementing Prisma in Exercise, Rehabilitation, Sport medicine and SporTs science) guidance"
"https://www.equator-network.org/reporting-guidelines/standard-reporting-of-caries-detection-and-diagnostic-studies-starcardds/","starcardds","STARCARDDS","STAndard Reporting of CAries Detection and Diagnostic Studies (STARCARDDS)"
"https://www.equator-network.org/reporting-guidelines/social-innovation-for-health-research-sifhr-development-of-the-sifhr-checklist/","sifhr","SIFHR","Social Innovation For Health Research (SIFHR) : Development of the SIFHR Checklist"
"https://www.equator-network.org/reporting-guidelines/clarify-2021-reporting-of-yoga-research/","clarify-2021","CLARIFY 2021","Development of the CLARIFY (CheckList stAndardising the Reporting of Interventions For Yoga) guidelines: a Delphi study"
"https://www.equator-network.org/reporting-guidelines/recommended-reporting-items-for-epidemic-forecasting-and-prediction-research-the-epiforge-2020-guidelines/","epiforge-2020","EPIFORGE 2020","Recommended reporting items for epidemic forecasting and prediction research: The EPIFORGE 2020 guidelines"
"https://www.equator-network.org/reporting-guidelines/intraoperative-fluorescence-diagnosis-in-the-brain-a-systematic-review-and-suggestions-for-future-standards-on-reporting-diagnostic-accuracy-and-clinical-utility/","intraoperative-fluorescence-diagnosis-in-the-brain-a-systematic","","Intraoperative fluorescence diagnosis in the brain: a systematic review and suggestions for future standards on reporting diagnostic accuracy and clinical utility"
"https://www.equator-network.org/reporting-guidelines/extending-the-consort-statement-to-moxibustion/","strictom","STRICTOM","Extending the CONSORT Statement to moxibustion"
"https://www.equator-network.org/reporting-guidelines/consensus-based-recommendations-for-case-report-in-chinese-medicine-carc/","carc","CARC","Consensus-based recommendations for case report in Chinese medicine (CARC)"
"https://www.equator-network.org/reporting-guidelines/present-2020-text-expanding-on-the-checklist-for-proper-reporting-of-evidence-in-sport-and-exercise-nutrition-trials/","present-2020","PRESENT 2020","PRESENT 2020: Text Expanding on the Checklist for Proper Reporting of Evidence in Sport and Exercise Nutrition Trials"
"https://www.equator-network.org/reporting-guidelines/a-guideline-for-reporting-mediation-analyses-of-randomized-trials-and-observational-studies-the-agrema-statement/","agrema","AGReMA","A Guideline for Reporting Mediation Analyses of Randomized Trials and Observational Studies: The AGReMA Statement"
"https://www.equator-network.org/reporting-guidelines/heterogeneity-in-the-identification-of-potential-drug-drug-interactions-in-the-intensive-care-unit-a-systematic-review-critical-appraisal-and-reporting-recommendations/","heterogeneity-in-the-identification-of-potential-drug-drug","","Heterogeneity in the Identification of Potential Drug -Drug Interactions in the Intensive Care Unit: A Systematic Review, Critical Appraisal, and Reporting Recommendations"
"https://www.equator-network.org/reporting-guidelines/reporting-data-on-auditory-brainstem-responses-abr-in-rats-recommendations-based-on-review-of-experimental-protocols-and-literature/","reporting-data-on-auditory-brainstem-responses-abr-in","","Reporting Data on Auditory Brainstem Responses (ABR) in Rats: Recommendations Based on Review of Experimental Protocols and Literature"
"https://www.equator-network.org/reporting-guidelines/how-to-write-a-guideline-a-proposal-for-a-manuscript-template-that-supports-the-creation-of-trustworthy-guidelines/","how-to-write-a-guideline-a-proposal-for","","How to write a guideline: a proposal for a manuscript template that supports the creation of trustworthy guidelines"
"https://www.equator-network.org/reporting-guidelines/evaluation-of-post-introduction-covid-19-vaccine-effectiveness-summary-of-interim-guidance-of-the-world-health-organization/","evaluation-of-post-introduction-covid-19-vaccine-effectiveness-summary","","Evaluation of post-introduction COVID- 19 vaccine effectiveness: Summary of interim guidance of the World Health Organization"
"https://www.equator-network.org/reporting-guidelines/improving-the-reporting-quality-of-reliability-generalization-meta-analyses-the-regema-checklist/","regema","REGEMA","Improving the reporting quality of reliability generalization meta-analyses: The REGEMA checklist"
"https://www.equator-network.org/reporting-guidelines/report-pfp-a-consensus-from-the-international-patellofemoral-research-network-to-improve-reporting-of-quantitative-patellofemoral-pain-studies/","report-pfp","REPORT-PFP","REPORT-PFP : a consensus from the International Patellofemoral Research Network to improve REPORTing of quantitative PatelloFemoral Pain studies"
"https://www.equator-network.org/reporting-guidelines/comprehensive-reporting-of-pelvic-floor-muscle-training-for-urinary-incontinence-cert-pfmt/","cert-pfmt","CERT-PFMT","Comprehensive reporting of pelvic floor muscle training for urinary incontinence: CERT-PFMT"
"https://www.equator-network.org/reporting-guidelines/strobe-extension-for-sports-injury-illness-surveillance/","strobe-siis","STROBE-SIIS","International Olympic Committee Consensus Statement: Methods for Recording and Reporting of Epidemiological Data on Injury and Illness in Sports 2020 (Including the STROBE Extension for Sports Injury and Illness Surveillance (STROBE-SIIS))"
"https://www.equator-network.org/reporting-guidelines/journal-article-reporting-standards-for-quantitative-research-in-psychology-the-apa-publications-and-communications-board-task-force-report/","jars-quant","JARS-Quant","Journal article reporting standards for quantitative research in psychology: The APA Publications and Communications Board task force report"
"https://www.equator-network.org/reporting-guidelines/describing-deprescribing-trials-better-an-elaboration-of-the-consort-statement/","describing-deprescribing-trials-better-an-elaboration-of-the","","Describing deprescribing trials better: an elaboration of the CONSORT statement"
"https://www.equator-network.org/reporting-guidelines/guidelines-for-reporting-trial-protocols-and-completed-trials-modified-due-to-the-covid-19-pandemic-and-other-extenuating-circumstances-the-conserve-2021-statement/","conserve","CONSERVE","Guidelines for Reporting Trial Protocols and Completed Trials Modified Due to the COVID- 19 Pandemic and Other Extenuating Circumstances: The CONSERVE 2021 Statement"
"https://www.equator-network.org/reporting-guidelines/the-apostel-2-0-recommendations-for-reporting-quantitative-optical-coherence-tomography-studies/","apostel-2-0","APOSTEL 2.0","The APOSTEL 2.0 Recommendations for Reporting Quantitative Optical Coherence Tomography Studies"
"https://www.equator-network.org/reporting-guidelines/reporting-standards-for-research-in-pediatric-dentistry-rapid-an-expert-consensus-based-statement/","rapid","RAPID","Reporting stAndards for research in PedIatric Dentistry (RAPID) : an expert consensus-based statement"
"https://www.equator-network.org/reporting-guidelines/ensuring-best-practice-in-genomics-education-and-evaluation-reporting-item-standards-for-education-and-its-evaluation-in-genomics-rise2-genomics/","rise2-genomics","RISE2 Genomics","Ensuring best practice in genomics education and evaluation: reporting item standards for education and its evaluation in genomics (RISE 2 Genomics)"
"https://www.equator-network.org/reporting-guidelines/a-consensus-based-checklist-for-reporting-of-survey-studies-cross/","cross","CROSS","A Consensus -Based Checklist for Reporting of Survey Studies (CROSS)"
"https://www.equator-network.org/reporting-guidelines/prisma-dta-for-abstracts/","prisma-dta-for-abstracts","PRISMA-DTA for Abstracts","Preferred reporting items for journal and conference abstracts of systematic reviews and meta-analyses of diagnostic test accuracy studies (PRISMA-DTA for Abstracts): checklist, explanation, and elaboration"
"https://www.equator-network.org/reporting-guidelines/an-analysis-of-preclinical-efficacy-testing-of-antivenoms-for-sub-saharan-africa-inadequate-independent-scrutiny-and-poor-quality-reporting-are-barriers-to-improving-snakebite-treatment-and-managemen/","an-analysis-of-preclinical-efficacy-testing-of-antivenoms","","An analysis of preclinical efficacy testing of antivenoms for sub -Saharan Africa: Inadequate independent scrutiny and poor-quality reporting are barriers to improving snakebite treatment and management"
"https://www.equator-network.org/reporting-guidelines/room-indirect-calorimetry-operating-and-reporting-standards-ricors-1-0-a-guide-to-conducting-and-reporting-human-whole-room-calorimeter-studies/","ricors-1-0","RICORS 1.0","Room Indirect Calorimetry Operating and Reporting Standards (RICORS 1.0): A Guide to Conducting and Reporting Human Whole -Room Calorimeter Studies"
"https://www.equator-network.org/reporting-guidelines/cosmin-reporting-guideline-for-studies-on-measurement-properties-of-patient-reported-outcome-measures/","cosmin","COSMIN","COSMIN reporting guideline for studies on measurement properties of patient-reported outcome measures"
"https://www.equator-network.org/reporting-guidelines/artificial-intelligence-in-dental-research-checklist-for-authors-reviewers-readers/","artificial-intelligence-in-dental-research-checklist-for-authors","","Artificial intelligence in dental research: Checklist for authors, reviewers, readers"
"https://www.equator-network.org/reporting-guidelines/consort-routine/","consort-routine","CONSORT-ROUTINE","CONSORT extension for the reporting of randomised controlled trials conducted using cohorts and routinely collected data (CONSORT-ROUTINE) : checklist with explanation and elaboration"
"https://www.equator-network.org/reporting-guidelines/right-for-acupuncture/","right-for-acupuncture","RIGHT for Acupuncture","RIGHT for Acupuncture: An Extension of the RIGHT Statement for Clinical Practice Guidelines on Acupuncture"
"https://www.equator-network.org/reporting-guidelines/eular-recommendations-for-the-reporting-of-ultrasound-studies-in-rheumatic-and-musculoskeletal-diseases-rmds/","eular-recommendations-for-the-reporting-of-ultrasound-studies","","EULAR recommendations for the reporting of ultrasound studies in rheumatic and musculoskeletal diseases (RMDs)"
"https://www.equator-network.org/reporting-guidelines/priase-2021-guidelines-for-reporting-animal-studies-in-endodontology-a-consensus-based-development/","priase-2021","PRIASE 2021","PRIASE 2021 guidelines for reporting animal studies in Endodontology: a consensus-based development"
"https://www.equator-network.org/reporting-guidelines/the-reporting-checklist-for-public-versions-of-guidelines-right-pvg/","right-pvg","RIGHT-PVG","The reporting checklist for public versions of guidelines: RIGHT-PVG"
"https://www.equator-network.org/reporting-guidelines/journal-article-reporting-standards-for-qualitative-primary-qualitative-meta-analytic-and-mixed-methods-research-in-psychology-the-apa-publications-and-communications-board-task-force-report/","journal-article-reporting-standards-for-qualitative-primary-qualitative","","Journal article reporting standards for qualitative primary, qualitative meta-analytic, and mixed methods research in psychology: The APA Publications and Communications Board task force report"
"https://www.equator-network.org/reporting-guidelines/strengthening-transparent-reporting-of-research-on-unfinished-nursing-care-the-rancare-guideline/","rancare","RANCARE","Strengthening tRansparent reporting of reseArch on uNfinished nursing CARE : The RANCARE guideline"
"https://www.equator-network.org/reporting-guidelines/prisma-s/","prisma-s","PRISMA-S","PRISMA-S : an extension to the PRISMA Statement for Reporting Literature Searches in Systematic Reviews"
"https://www.equator-network.org/reporting-guidelines/anaesthesia-case-report-acre-checklist-a-tool-to-promote-high-quality-reporting-of-cases-in-peri-operative-practice/","acre","ACRE","Anaesthesia Case Report (ACRE) checklist: a tool to promote high-quality reporting of cases in peri-operative practice"
"https://www.equator-network.org/reporting-guidelines/squire-edu-standards-for-quality-improvement-reporting-excellence-in-education-publication-guidelines-for-educational-improvement/","squire-edu","SQUIRE-EDU","SQUIRE-EDU (Standards for QUality Improvement Reporting Excellence in Education): Publication Guidelines for Educational Improvement"
"https://www.equator-network.org/reporting-guidelines/stakeholder-analysis-in-health-innovation-planning-processes-a-systematic-scoping-review/","risa","RISA","Stakeholder analysis in health innovation planning processes: A systematic scoping review"
"https://www.equator-network.org/reporting-guidelines/proposed-requirements-for-cardiovascular-imaging-related-machine-learning-evaluation-prime-a-checklist-reviewed-by-the-american-college-of-cardiology-healthcare-innovation-council/","prime","PRIME","Proposed Requirements for Cardiovascular Imaging -Related Machine Learning Evaluation (PRIME) : A Checklist: Reviewed by the American College of Cardiology Healthcare Innovation Council"
"https://www.equator-network.org/reporting-guidelines/tidier-placebo/","tidier-placebo","TIDieR-Placebo","TIDieR-Placebo : a guide and checklist for reporting placebo and sham controls"
"https://www.equator-network.org/reporting-guidelines/defining-group-care-programs-an-index-of-reporting-standards/","defining-group-care-programs-an-index-of-reporting","","Defining Group Care Programs: An Index of Reporting Standards"
"https://www.equator-network.org/reporting-guidelines/the-right-extension-statement-for-traditional-chinese-medicine-development-recommendations-and-explanation/","right-tcm","RIGHT-TCM","The RIGHT Extension Statement for Traditional Chinese Medicine: Development, Recommendations, and Explanation"
"https://www.equator-network.org/reporting-guidelines/prisma-chinese-herbal-medicines-2020/","prisma-chm-2020","PRISMA-CHM 2020","PRISMA (Preferred Reporting Items for Systematic Reviews and Meta -Analyses) Extension for Chinese Herbal Medicines 2020 (PRISMA-CHM 2020)"
"https://www.equator-network.org/reporting-guidelines/prisma-extension-for-moxibustion-2020/","prisma-m-2020","PRISMA-M 2020","PRISMA extension for moxibustion 2020: recommendations, explanation, and elaboration"
"https://www.equator-network.org/reporting-guidelines/bias-transparent-reporting-of-biomedical-image-analysis-challenges/","bias","BIAS","BIAS : Transparent reporting of biomedical image analysis challenges"
"https://www.equator-network.org/reporting-guidelines/benefit-risk-assessment-of-vaccines-part-ii-proposal-towards-consolidated-standards-of-reporting-quantitative-benefit-risk-models-applied-to-vaccines-brivac/","brivac","BRIVAC","Benefit -Risk Assessment of Vaccines. Part II : Proposal Towards Consolidated Standards of Reporting Quantitative Benefit -Risk Models Applied to Vaccines (BRIVAC)"
"https://www.equator-network.org/reporting-guidelines/strengthening-the-reporting-of-pharmacogenetic-studies-development-of-the-strops-guideline/","strops","STROPS","STrengthening the Reporting Of Pharmacogenetic Studies: Development of the STROPS guideline"
"https://www.equator-network.org/reporting-guidelines/minimum-information-about-clinical-artificial-intelligence-modeling-the-mi-claim-checklist/","mi-claim","MI-CLAIM","Minimum information about clinical artificial intelligence modeling: the MI-CLAIM checklist"
"https://www.equator-network.org/reporting-guidelines/reporting-gaps-in-immunization-costing-studies-recommendations-for-improving-the-practice/","reporting-gaps-in-immunization-costing-studies-recommendations-for","","Reporting gaps in immunization costing studies: Recommendations for improving the practice"
"https://www.equator-network.org/reporting-guidelines/guidance-for-reporting-intervention-development-studies-in-health-research-guided/","guided","GUIDED","Guidance for reporting intervention development studies in health research (GUIDED) : an evidence-based consensus study"
"https://www.equator-network.org/reporting-guidelines/reporting-guideline-for-priority-setting-of-health-research-reprise/","reprise","REPRISE","Reporting Guideline for Priority Setting of Health Research (REPRISE)"
"https://www.equator-network.org/reporting-guidelines/consort-artificial-intelligence/","consort-ai","CONSORT-AI","Reporting guidelines for clinical trial reports for interventions involving artificial intelligence: the CONSORT-AI Extension"
"https://www.equator-network.org/reporting-guidelines/standard-protocol-items-for-clinical-trials-with-traditional-chinese-medicine-spirit-tcm-extension-2018/","spirit-tcm","SPIRIT-TCM","Standard Protocol Items for Clinical Trials with Traditional Chinese Medicine 2018: Recommendations, Explanation and Elaboration (SPIRIT-TCM Extension 2018)"
"https://www.equator-network.org/reporting-guidelines/spirit-artificial-intelligence/","spirit-ai","SPIRIT-AI","Guidelines for clinical trial protocols for interventions involving artificial intelligence: the SPIRIT-AI Extension"
"https://www.equator-network.org/reporting-guidelines/guidelines-for-reporting-case-studies-and-series-on-drug-induced-qt-interval-prolongation-and-its-complications-following-acute-overdose/","guidelines-for-reporting-case-studies-and-series-on","","Guidelines for reporting case studies and series on drug-induced QT interval prolongation and its complications following acute overdose"
"https://www.equator-network.org/reporting-guidelines/price-2020-guidelines-for-reporting-case-reports-in-endodontics-a-consensus-based-development/","price-2020","PRICE 2020","PRICE 2020 guidelines for reporting case reports in Endodontics: a consensus-based development"
"https://www.equator-network.org/reporting-guidelines/synthesis-without-meta-analysis-swim-in-systematic-reviews-reporting-guideline/","swim","SWiM","Synthesis without meta-analysis (SWiM) in systematic reviews: reporting guideline"
"https://www.equator-network.org/reporting-guidelines/the-adaptive-designs-consort-extension-ace-statement/","ace-statement","ACE Statement","The adaptive designs CONSORT extension (ACE) statement: a checklist with explanation and elaboration guideline for reporting randomised trials that use an adaptive design"
"https://www.equator-network.org/reporting-guidelines/the-ideal-reporting-guidelines-a-delphi-consensus-statement-stage-specific-recommendations-for-reporting-the-evaluation-of-surgical-innovation/","ideal","IDEAL","The IDEAL Reporting Guidelines: A Delphi Consensus Statement Stage specific recommendations for reporting the evaluation of surgical innovation"
"https://www.equator-network.org/reporting-guidelines/checklist-for-the-preparation-and-review-of-pain-clinical-trial-publications-a-pain-specific-supplement-to-consort-2/","checklist-for-the-preparation-and-review-of-pain","","Checklist for the preparation and review of pain clinical trial publications: a pain-specific supplement to CONSORT"
"https://www.equator-network.org/reporting-guidelines/spirit-extension-n-of-1-trials-spent-2019/","spent","SPENT","SPIRIT extension and elaboration for n-of-1 trials: SPENT 2019 checklist"
"https://www.equator-network.org/reporting-guidelines/consolidated-criteria-for-strengthening-reporting-of-health-research-involving-indigenous-peoples-the-consider-statement/","consider","CONSIDER","Consolidated criteria for strengthening reporting of health research involving indigenous peoples: the CONSIDER statement"
"https://www.equator-network.org/reporting-guidelines/prirate-2020-guidelines-for-reporting-randomized-trials-in-endodontics-a-consensus-based-development/","prirate","PRIRATE","PRIRATE 2020 guidelines for reporting randomized trials in Endodontics: a consensus-based development"
"https://www.equator-network.org/reporting-guidelines/pacir-a-tool-to-enhance-pharmacist-patient-care-intervention-reporting/","pacir","PaCIR","Pa CIR : A tool to enhance pharmacist patient care intervention reporting"
"https://www.equator-network.org/reporting-guidelines/standards-for-reporting-interventions-in-clinical-trials-of-cupping-strictoc-extending-the-consort-statement/","strictoc","STRICTOC","Standards for reporting interventions in clinical trials of cupping (STRICTOC) : extending the CONSORT statement"
"https://www.equator-network.org/reporting-guidelines/consort-extension-for-reporting-n-of-1-trials-for-traditional-chinese-medicine/","cent-for-tcm","CENT for TCM","CONSORT extension for reporting N-of- 1 trials for traditional Chinese medicine (CENT for TCM) : Recommendations, explanation and elaboration"
"https://www.equator-network.org/reporting-guidelines/prisma-acupuncture/","prisma-a","PRISMA-A","Reporting items for systematic reviews and meta-analyses of acupuncture: the PRISMA for acupuncture checklist"
