"guideline_id","acronym","file_index","file_label","source_url","host","ext","local_path","status","http_status","content_type","bytes","sha256","detected","type_mismatch"
"guidelines-for-the-content-of-statistical-analysis-plans","",1,"Statistical Analysis Plan (SAP) Checklist (Word)","http://lctc.org.uk/Content/SAP%202019%20Checklist.docx","lctc.org.uk","docx","data-raw/downloads/guidelines-for-the-content-of-statistical-analysis-plans/01_403cb37d.docx","ok",NA,NA,21741,"4380fcdca3b908f8338911c436ecf96654331670c541a887b3b7b513e3e2140c","docx",FALSE
"guidelines-for-the-content-of-statistical-analysis-plans","",2,"explanation and elaboration content for the SAP Statement (PDF)","http://lctc.org.uk/Content/SAP%20Statement_%20Elaboration%20Document%20v1.0.pdf","lctc.org.uk","pdf","data-raw/downloads/guidelines-for-the-content-of-statistical-analysis-plans/02_03794439.pdf","ok",NA,NA,465217,"b7fe16b9bbec58956f252aca037e928f4becc54ac13cd02dbe7fd6511e738186","pdf",FALSE
"strocss","STROCSS",1,"Turkish (PDF)","https://www.equator-network.org/wp-content/uploads/2020/11/STROCSS-Turkish-translation.pdf","www.equator-network.org","pdf","data-raw/downloads/strocss/01_6f53d519.pdf","ok",NA,NA,617618,"316cf690ed0d46dfe7dcaad0f62d6e336b60329e1f9b55f73ee93eb558165a71","pdf",FALSE
"amwa-emwa-ismpp-joint-position-statement","",1,"AMWA‒EMWA‒ISMPP Joint Position Statement (PDF)","http://www.ismpp.org/assets/docs/Inititives/amwa-emwa-ismpp%20joint%20position%20statement%20on%20the%20role%20of%20professional%20medical%20writers_january%202017.pdf","www.ismpp.org","pdf","data-raw/downloads/amwa-emwa-ismpp-joint-position-statement/01_47a6cae2.pdf","ok",NA,NA,551342,"83253f8c295c54bf9b27666f2471ec3a0da7d50a611d59f2c2f9543768b1d8e0","pdf",FALSE
"stard-for-abstracts-essential-items-for-reporting-diagnostic","",1,"STARD for Abstracts checklist (Word)","https://www.equator-network.org/wp-content/uploads/2017/08/STARD-for-Abstracts-checklist.docx","www.equator-network.org","docx","data-raw/downloads/stard-for-abstracts-essential-items-for-reporting-diagnostic/01_74b9d094.docx","ok",NA,NA,33674,"32e9d6544f4baf1aaf4cad76a010509079a2a071716176a4b300878c2d85b542","docx",FALSE
"stard-for-abstracts-essential-items-for-reporting-diagnostic","",2,"PDF file","https://www.equator-network.org/wp-content/uploads/2017/08/STARD-for-Abstracts-online-manuscript.pdf","www.equator-network.org","pdf","data-raw/downloads/stard-for-abstracts-essential-items-for-reporting-diagnostic/02_04139762.pdf","ok",NA,NA,124727,"9cde808553ac80647127f9b9511eb8409d4b6794f2363485cc0aa93ad9848c1b","pdf",FALSE
"stard-for-abstracts-essential-items-for-reporting-diagnostic","",3,"Read the protocol (PDF)","https://www.equator-network.org/wp-content/uploads/2009/02/STARD-for-Abstracts-protocol.pdf","www.equator-network.org","pdf","data-raw/downloads/stard-for-abstracts-essential-items-for-reporting-diagnostic/03_7a5924c5.pdf","ok",NA,NA,149729,"2fb79cc40990aadd22893d7065c631db2fda72bf7538905270bcc4824244bacc","pdf",FALSE
"strobe-vet","STROBE-Vet",1,"STROBE-Vet Checklist (PDF)","https://strobevetstatement.files.wordpress.com/2016/09/strobe-vet-checklist.pdf","strobevetstatement.files.wordpress.com","pdf","data-raw/downloads/strobe-vet/01_99567c9f.pdf","ok",NA,NA,110608,"ed201a5bfdefa314fdcf80611530ffd64a61f16b5ae320c6be5ea2abf7937b91","pdf",FALSE
"strobe-vet","STROBE-Vet",2,"STROBE-Vet Checklist (Word)","https://strobevetstatement.files.wordpress.com/2016/09/strobe-vet-checklist.docx","strobevetstatement.files.wordpress.com","docx","data-raw/downloads/strobe-vet/02_67523449.docx","ok",NA,NA,149192,"8463e8d7780f9cce0897e199003d8f52008482e2265da9952cfbc744a28f90d3","docx",FALSE
"strobe-vet","STROBE-Vet",3,"STROBE-Vet Statement (PDF)","https://strobevetstatement.files.wordpress.com/2016/09/strobe-and-strobe-vet-statements.pdf","strobevetstatement.files.wordpress.com","pdf","data-raw/downloads/strobe-vet/03_80c36578.pdf","ok",NA,NA,142721,"3b2e8296b53667838e20540b85feba1150845ab098a502367ac234f3ba248e0d","pdf",FALSE
"strobe-vet","STROBE-Vet",4,"Turkish (PDF)","https://www.equator-network.org/wp-content/uploads/2020/11/STROBE-VET-Turkish-translation.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe-vet/04_6b400fb5.pdf","ok",NA,NA,878956,"7debd3b8eb2b78bd309bdfcccf465301df35f3b81f6f34d1bf02bc9574741c01","pdf",FALSE
"greom","GREOM",1,"GREOM reporting guideline (PDF)","http://www.psicothema.com/pdf/4265.pdf","www.psicothema.com","pdf","data-raw/downloads/greom/01_86581ffe.pdf","ok",NA,NA,276866,"1d414898dc6ff9d164ad5c684189e7d65b6935fae227f9b3aa3b183678092ee3","pdf",FALSE
"mibo","MIBO",1,"MIBO PRP checklist (PDF)","https://docs.wixstatic.com/ugd/fab5aa_edd6afad280b46abb5d9df625eb8aaab.pdf","docs.wixstatic.com","pdf","data-raw/downloads/mibo/01_51ebf4e8.pdf","ok",NA,NA,322017,"9f44467536be236fff86c2ab2b41aeece67621c7edbed583614e526b0b3ae660","pdf",FALSE
"mibo","MIBO",2,"MIBO stem cells checklist (PDF)","https://docs.wixstatic.com/ugd/fab5aa_5fa8e5e8f96a44f1ae8f3be50e00c316.pdf","docs.wixstatic.com","pdf","data-raw/downloads/mibo/02_3d0a7b65.pdf","ok",NA,NA,327602,"3904928d54574ed07335774e3a77d74e4296402299444b8858980da8f8711b9e","pdf",FALSE
"gripp2","GRIPP2",1,"here","https://www.equator-network.org/wp-content/uploads/2026/02/GRIPP2_ShortForm_Japanese.docx","www.equator-network.org","docx","data-raw/downloads/gripp2/01_98b6c27b.docx","ok",NA,NA,9027,"0f109f898830fa22900407286ba8f4d8a171303765f9cf7954da9db53dfb6187","docx",FALSE
"gripp2","GRIPP2",2,"here","https://www.equator-network.org/wp-content/uploads/2026/02/GRIPP2_LongForm_Japanese.docx","www.equator-network.org","docx","data-raw/downloads/gripp2/02_30582eb9.docx","ok",NA,NA,10858,"f24fcae477cb8cf3fb0f607acd3c73d546ba53e906609bdb3a74573144427f15","docx",FALSE
"gripp2","GRIPP2",3,"summary (PDF)","https://www.equator-network.org/wp-content/uploads/2013/09/3869_Guidelines-for-reporting-the-impact-of-patient-involvement.pdf","www.equator-network.org","pdf","data-raw/downloads/gripp2/03_d7b2e8e2.pdf","ok",NA,NA,10835,"3e4ce11a01830880e66f04e5a2ef525282138d4af78585595985056b2477c356","pdf",FALSE
"stard-2015","STARD 2015",1,"STARD 2015 checklist (PDF)","https://www.equator-network.org/wp-content/uploads/2015/03/STARD-2015-checklist.pdf","www.equator-network.org","pdf","data-raw/downloads/stard-2015/01_e450ff04.pdf","ok",NA,NA,303672,"932aa134d1819949fe299063122f27ad0523573d730c0d02c58c97707ea336a3","pdf",FALSE
"stard-2015","STARD 2015",2,"STARD 2015 flow diagram (PDF)","https://www.equator-network.org/wp-content/uploads/2015/03/STARD-2015-flow-diagram.pdf","www.equator-network.org","pdf","data-raw/downloads/stard-2015/02_9ac1e0c8.pdf","ok",NA,NA,318892,"a1c9504349773608f0d7179e302c76f43339c0423e03f12f2dc7240dc64ab1b8","pdf",FALSE
"stard-2015","STARD 2015",3,"STARD 2015 checklist (Word)","https://www.equator-network.org/wp-content/uploads/2015/10/STARD-2015-Checklist.docx","www.equator-network.org","docx","data-raw/downloads/stard-2015/03_caabfada.docx","ok",NA,NA,29775,"95bcc6c2eb5e4800ea7d907ac1f6b4fdc29ffec8d5254170dabb20d7ba26fcce","docx",FALSE
"stard-2015","STARD 2015",4,"PDF","https://www.equator-network.org/wp-content/uploads/2015/03/STARD-2015-paper.pdf","www.equator-network.org","pdf","data-raw/downloads/stard-2015/04_ef28775f.pdf","ok",NA,NA,490822,"d7e820272f6395255a3d14cb94026475c2899e13d9a2ba42bbdd535897cc2859","pdf",FALSE
"stard-2015","STARD 2015",5,"Turkish (PDF)","https://www.equator-network.org/wp-content/uploads/2020/11/STARD-2015-Turkish-translation.pdf","www.equator-network.org","pdf","data-raw/downloads/stard-2015/05_1ea62120.pdf","ok",NA,NA,601885,"0bfe0599b24d05f9a4b21c0c074fcdf30c8c80cfde7fa75c47747ada4172de76","pdf",FALSE
"stard-2015","STARD 2015",6,"Turkish (PDF)","https://www.equator-network.org/wp-content/uploads/2017/05/STARD-Turkish-translation.pdf","www.equator-network.org","pdf","data-raw/downloads/stard-2015/06_9fac11c6.pdf","ok",NA,NA,834440,"d15f8a92478946cf39d8530c63c4d7f83cee8d0cd4372ac920b0918715cf0042","pdf",FALSE
"right","RIGHT",1,"project summary (PDF)","https://www.equator-network.org/wp-content/uploads/2009/02/RIGHT-Guideline.pdf","www.equator-network.org","pdf","data-raw/downloads/right/01_c73bbd39.pdf","ok",NA,NA,157187,"a79d7f53341367f6c5f7c77d9596d93682ab31cccfdc761dac362c222009de5b","pdf",FALSE
"agree-reporting-guideline-checklist","AGREE Reporting Guideline Checklist",1,"AGREE Reporting Checklist (PDF)","https://www.equator-network.org/wp-content/uploads/2016/03/AGREE-Reporting-Checklist.pdf","www.equator-network.org","pdf","data-raw/downloads/agree-reporting-guideline-checklist/01_a4d8b4f4.pdf","ok",NA,NA,454662,"827f49d4694334ec25140e703c9eefd5f1a43daed718e4efc5377666e840590d","pdf",FALSE
"agree-reporting-guideline-checklist","AGREE Reporting Guideline Checklist",2,"AGREE Reporting Checklist (Word)","https://www.equator-network.org/wp-content/uploads/2017/01/AGREE-Reporting-Guideline-Checklist.docx","www.equator-network.org","docx","data-raw/downloads/agree-reporting-guideline-checklist/02_9bd63d7f.docx","ok",NA,NA,221416,"95b3ad9e680e3632dc3b27430d43a12008bb0c8228687d9e81526d82dcad61e9","docx",FALSE
"agree-reporting-guideline-checklist","AGREE Reporting Guideline Checklist",3,"Italian (Word)","http://www.agreetrust.org/wp-content/uploads/2016/02/Italian-AGREE-Reporting-Checklist.doc","www.agreetrust.org","doc","data-raw/downloads/agree-reporting-guideline-checklist/03_f7b0d393.doc","ok",NA,NA,334848,"9b62ca3ca7bcf06b9f256e1e9d72d37e1ea1a35b70c4fff984db1e23278b91c8","doc",FALSE
"checkup","CheckUp",1,"CheckUp 2017 Checklist (PDF)","https://www.equator-network.org/wp-content/uploads/2017/01/CheckUp2017Checklist.pdf","www.equator-network.org","pdf","data-raw/downloads/checkup/01_9d3e0913.pdf","ok",NA,NA,274044,"1e018388e4ee2dea7141fff54c9929261363dced499631cb7d87fb76f49a353f","pdf",FALSE
"checkup","CheckUp",2,"Spanish (PDF)","https://www.equator-network.org/wp-content/uploads/2017/01/CheckUp2017_Spanish.pdf","www.equator-network.org","pdf","data-raw/downloads/checkup/02_948d3677.pdf","ok",NA,NA,274199,"cf9a2adb461073c932a46120c6b6e4bc678b7e74c75c69c9522721fb44f85ce2","pdf",FALSE
"checkup","CheckUp",3,"Chinese (PDF)","https://www.equator-network.org/wp-content/uploads/2017/12/CheckUp_Chinese.pdf","www.equator-network.org","pdf","data-raw/downloads/checkup/03_6dba803a.pdf","ok",NA,NA,297237,"77679bcd6ad70423f19ce0f44e6493334d8e3c24808d8da188fbcb0fcbc42037","pdf",FALSE
"checkup","CheckUp",4,"Dutch (PDF)","https://www.equator-network.org/wp-content/uploads/2017/01/CheckUp2017_Dutch.pdf","www.equator-network.org","pdf","data-raw/downloads/checkup/04_122c302f.pdf","ok",NA,NA,275520,"1c85438b388717cffd3c6f57ec1264abe35d078ed12a611de9bc4c1e21134202","pdf",FALSE
"cert","CERT",1,"Italian (PDF)","https://aifi.net/wp-content/uploads/2022/03/Articolo_CERT.pdf","aifi.net","pdf","data-raw/downloads/cert/01_7da5d626.pdf","ok",NA,NA,156533,"300fa30414b095e6838d5907c70453d8489f5327af43f257735653376afa4691","pdf",FALSE
"consort-2010-statement-extension-to-randomised-pilot-and","",1,"CONSORT extension Pilot and Feasibility Trials Checklist (Word)","https://www.equator-network.org/wp-content/uploads/2016/10/CONSORT-extension-Pilot-and-Feasibility-Trials-Checklist.doc","www.equator-network.org","doc","data-raw/downloads/consort-2010-statement-extension-to-randomised-pilot-and/01_14fba37f.doc","ok",NA,NA,232448,"106a41722052cb7c188aa58e8a81df827fee9b49d26b9434fe0f4b794af01cab","doc",FALSE
"consort-2010-statement-extension-to-randomised-pilot-and","",2,"summary (Word)","https://www.equator-network.org/wp-content/uploads/2009/02/EQUATOR-website-summary-pilot-and-feasibility-studies.docx","www.equator-network.org","docx","data-raw/downloads/consort-2010-statement-extension-to-randomised-pilot-and/02_687dd164.docx","ok",NA,NA,20708,"6d80c766ce588cc69deb060ff6c328249a4f143d82498d2320a69f7e515bccea","docx",FALSE
"stari","StaRI",1,"StaRI checklist (Word)","https://www.equator-network.org/wp-content/uploads/2017/01/StaRI-checklist-for-author-completion.docx","www.equator-network.org","docx","data-raw/downloads/stari/01_af43caed.docx","ok",NA,NA,78568,"01d64d00b6b8c61482a6947b71e0ad0e319df0666585f701073458ecf46d4be6","docx",FALSE
"stari","StaRI",3,"guideline development proposal document (PDF)","https://www.equator-network.org/wp-content/uploads/2013/09/Proposal-for-reporting-guidelines-of-Implementation-Research-StaRI.pdf","www.equator-network.org","pdf","data-raw/downloads/stari/03_cf7c550d.pdf","ok",NA,NA,294719,"90065e30c7a604b967f2184ecbd05f3aec513ae7a6da1ff165a015469de4ebbc","pdf",FALSE
"stard-blcm","STARD-BLCM",1,"STARD-BLCM Checklist (Word)","https://www.equator-network.org/wp-content/uploads/2017/02/STARD-BLCM-Checklist.docx","www.equator-network.org","docx","data-raw/downloads/stard-blcm/01_06e373ab.docx","ok",NA,NA,24770,"01f5ced30e1c858341f6526aba841f3f3362f24cfc2691ed12fdc7e3b69a4211","docx",FALSE
"greet","GREET",1,"GREET explanation and elaboration (E&E) paper (Word)","https://static-content.springer.com/esm/art%3A10.1186%2Fs12909-016-0759-1/MediaObjects/12909_2016_759_MOESM2_ESM.docx","static-content.springer.com","docx","data-raw/downloads/greet/01_4a7867d7.docx","ok",NA,NA,133524,"515f0d038d3374319bc584df0fb00e394af3b1ac756532c11ae29852c863880b","docx",FALSE
"rest","REST",1,"guideline development summary (PDF)","https://www.equator-network.org/wp-content/uploads/2009/02/Reporting-studies-on-time-to-diagnosis-summary.pdf","www.equator-network.org","pdf","data-raw/downloads/rest/01_d8a9b976.pdf","ok",NA,NA,179128,"154b3e5449d0084fafdb12930b71f9bb0466ef86a090932802a80c9b67aff7d3","pdf",FALSE
"remark","REMARK",1,"REMARK checklist (Word)","https://www.equator-network.org/wp-content/uploads/2016/10/REMARK-checklist-for-EQUATOR-website-002.docx","www.equator-network.org","docx","data-raw/downloads/remark/01_87acdf09.docx","ok",NA,NA,20510,"c5cfa84d9b08d2970c51e315baf4cea0a798e713c2cb6be72f40101cbeea33a5","docx",FALSE
"reporting-guidelines-for-health-care-simulation-research-extensions","",1,"E&E document (Word)","https://static-content.springer.com/esm/art%3A10.1186%2Fs41077-016-0025-y/MediaObjects/41077_2016_25_MOESM2_ESM.docx","static-content.springer.com","docx","data-raw/downloads/reporting-guidelines-for-health-care-simulation-research-extensions/01_60c2a7d2.docx","ok",NA,NA,210801,"ed701d3d35a96f8dc4ba79494853d12a28c988f56b54ef7c8528b0565209f708","docx",FALSE
"sager","SAGER",1,"PDF","https://ease.org.uk/wp-content/uploads/2019/10/SAGER%E6%8C%87%E5%8D%97.pdf","ease.org.uk","pdf","data-raw/downloads/sager/01_b9700649.pdf","ok",NA,NA,545509,"957808ec7d822d9018e7d96cb2b9d856f183ae66ce0182126e8124837863c0c6","pdf",FALSE
"sager","SAGER",2,"PDF","https://www.ease.org.uk/wp-content/uploads/2019/05/Sex-and-gender-equity_in-Korean_FinalMay-23-2019.pdf","www.ease.org.uk","pdf","data-raw/downloads/sager/02_cc2700e6.pdf","ok",NA,NA,780095,"888672920c6afbeb8dab928c9ab1318a0c5ab6bb1823718ba558c0350d471dc9","pdf",FALSE
"sager","SAGER",3,"PDF","https://ease.org.uk/wp-content/uploads/2020/02/EASE-SAGER-guidelines-Turkish.pdf","ease.org.uk","pdf","data-raw/downloads/sager/03_be3b30fa.pdf","ok",NA,NA,834670,"acb39189f21eafd525a7003b8bd4e7d2a6352b50a920e3dcfeb807121781eb60","pdf",FALSE
"sager","SAGER",4,"PDF","https://ease.org.uk/wp-content/uploads/2020/02/SAGER-VN-v1.pdf","ease.org.uk","pdf","data-raw/downloads/sager/04_bb38c4ba.pdf","ok",NA,NA,333607,"97eaa974438946540a7d21dd913b744ff4dae31b73b70bce95ee9b3fdd6aedd1","pdf",FALSE
"gather","GATHER",1,"Portuguese (PDF)","http://scielo.iec.pa.gov.br/pdf/ess/v26n1/2237-9622-ess-26-01-00215.pdf","scielo.iec.pa.gov.br","pdf","data-raw/downloads/gather/01_dd3eb5e8.pdf","http_0",0,NA,0,NA,NA,FALSE
"gather","GATHER",2,"report (PDF)","https://www.equator-network.org/wp-content/uploads/2009/02/GATHER-meeting-report.pdf","www.equator-network.org","pdf","data-raw/downloads/gather/02_5c08dccc.pdf","ok",NA,NA,287453,"4829f4771909207752fa13d2cddb818c7a54e758bfe4fabe38076f3c753162cb","pdf",FALSE
"strobe-nut","STROBE-nut",1,"STROBE-nut protocol (PDF)","https://www.equator-network.org/wp-content/uploads/2009/02/Protocol-food-intake-checklist-Modification.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe-nut/01_e547a78e.pdf","ok",NA,NA,1268356,"2a265f3d404031ae21c1f828c2956a9a82b96a82499e88a0741f0a6d6569a509","pdf",FALSE
"core-reference","CORE Reference",1,"Press release (PDF)","http://www.emwa.org/Documents/CORE%20Press%20Release-28jan15_final.pdf","www.emwa.org","pdf","data-raw/downloads/core-reference/01_1f6f138f.pdf","ok",NA,NA,79900,"72f775242fe21ea12a110c4eae53649e25fde7f6df3d0ab3eb64cae9dd4f47ee","html",TRUE
"core-reference","CORE Reference",2,"team members list (PDF)","http://www.emwa.org/Documents/CORE%20Team-02feb15.pdf","www.emwa.org","pdf","data-raw/downloads/core-reference/02_ae48fbb9.pdf","ok",NA,NA,79900,"09e38ce8dd9c58f68d235ac84e55183233ff544e132753d1edfaf2c9ce4cbbd3","html",TRUE
"scribe","SCRIBE",1,"SCRIBE project abstract (PDF)","https://www.equator-network.org/wp-content/uploads/2009/02/SCRIBE-development-abstract.pdf","www.equator-network.org","pdf","data-raw/downloads/scribe/01_311b385d.pdf","ok",NA,NA,99820,"00dbdea22eb34596ee0aafc982d3190951637db37f24baefa2448cbdce2364e3","pdf",FALSE
"strond","STROND",1,"Project outline (PDF)","https://www.equator-network.org/wp-content/uploads/2009/02/6010_Guidelines+for+the+Reporting+of+Neuro-Epidemiological+Studies.pdf","www.equator-network.org","pdf","data-raw/downloads/strond/01_9a26c0e6.pdf","ok",NA,NA,44280,"2fc69974e3a4c496d264de9a038db35a18dac32109f15ab756e315f910f303fd","pdf",FALSE
"strond","STROND",2,"Conference presentation (PDF)","https://www.equator-network.org/wp-content/uploads/2009/02/6028_ICNE_Nice_talk_Nov_2012.pdf","www.equator-network.org","pdf","data-raw/downloads/strond/02_722cb4d0.pdf","ok",NA,NA,335634,"4eb01c0c88924038dbaa42deecf76742d5fe11ebfdf80d6d8ed80d648a2bde39","pdf",FALSE
"strobe","STROBE",1,"Word","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_checklist_v4_combined.docx","www.equator-network.org","docx","data-raw/downloads/strobe/01_386e9014.docx","ok",NA,NA,29700,"b623f0b4db3a885aaf0974077a0f214f7893de957f390d22e1abd56f699a9efc","docx",FALSE
"strobe","STROBE",2,"PDF","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_checklist_v4_combined.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/02_7a3f2a3f.pdf","ok",NA,NA,19869,"378e015b289f714976bd76fe506234f6a93a933ee4735338d1947075ca46db68","pdf",FALSE
"strobe","STROBE",3,"Word","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_checklist_cohort.docx","www.equator-network.org","docx","data-raw/downloads/strobe/03_f57116aa.docx","ok",NA,NA,29265,"fb2549a6cc204e1704e3f4801d3b6608e3002f8ff44b3a215caac21b792d8427","docx",FALSE
"strobe","STROBE",4,"PDF","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_checklist_v4_cohort.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/04_75aa462f.pdf","ok",NA,NA,18824,"25f6cad4ceadb422d4addb3346b25beaf75a7703247ed82be91f9b704310cd38","pdf",FALSE
"strobe","STROBE",5,"Word","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_checklist_case-control.doc","www.equator-network.org","doc","data-raw/downloads/strobe/05_235c2e6f.doc","ok",NA,NA,100352,"1aff3108b1349c951654578124860a91a922f9b5c103f914c3a2021416b64ec5","doc",FALSE
"strobe","STROBE",6,"PDF","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_checklist_v4_case-control.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/06_ff6c4b44.pdf","ok",NA,NA,18833,"ea180e9a3f6364027e6fc0b734d86d6b3793520aff04841fbd7f2443d1215dd9","pdf",FALSE
"strobe","STROBE",7,"Word","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_checklist_cross-sectional.docx","www.equator-network.org","docx","data-raw/downloads/strobe/07_dbf29f73.docx","ok",NA,NA,28702,"ca49ea275fde234b42b183f2ed26551a03855cfb462dace71e33514d293ca1cd","docx",FALSE
"strobe","STROBE",8,"PDF","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_checklist_v4_cross-sectional.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/08_1ee2dd05.pdf","ok",NA,NA,18545,"e95787319b73de7a180bdaff3836f4f311b5d2a4776177a7e6ee573e99266ff6","pdf",FALSE
"strobe","STROBE",9,"Read Chapter 17, on STROBE (PDF)","https://www.equator-network.org/wp-content/uploads/2016/12/CevallosEgger-Chapter-17-Guidelines-for-Reporting-Health-Research-A-Users-Manual.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/09_f1f69cd1.pdf","ok",NA,NA,100937,"a925b45f9e85b12c49a0adde91ef948e48e22e4adef5972489b0080869e8e883","pdf",FALSE
"strobe","STROBE",10,"Chinese (PDF)","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE-Chinese.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/10_693e45fc.pdf","ok",NA,NA,912315,"e9069398e7456978ce9188ec2b2a81584cffd4310a3b9dfc27dfec36161258af","pdf",FALSE
"strobe","STROBE",11,"German (PDF)","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_German.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/11_0bf2e705.pdf","ok",NA,NA,294950,"edfa1a4b1b8a72b15c5339f0b2edb7eeb46acf39963f25557ba6a3b78e44e576","pdf",FALSE
"strobe","STROBE",12,"Greek (PDF)","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_Greek.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/12_5d7122ac.pdf","ok",NA,NA,350875,"5106e19c3f173d7d9a999843b10eacb4acb88843fc98e94371d1ecb7411faed9","pdf",FALSE
"strobe","STROBE",13,"Japanese (PDF)","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE-Japanese.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/13_fa224037.pdf","ok",NA,NA,455563,"a64167c82fdec56b1f590a1dd1ded9a189c307786ec15dbb456d70c71085d992","pdf",FALSE
"strobe","STROBE",14,"Portuguese (PDF)","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_Portuguese.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/14_a0a815a7.pdf","ok",NA,NA,136613,"c2522a667db74220c4f9d7935188512230398525866951de48522ae240f634e1","pdf",FALSE
"strobe","STROBE",15,"Spanish (PDF)","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_Spanish.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/15_3e948280.pdf","ok",NA,NA,75033,"0a8ffdd5df164feafe1bdfca765a2f98236aff8c53da571b6d0b0d35f945e4f7","pdf",FALSE
"strobe","STROBE",16,"Italian (PDF)","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_Italian.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/16_011e2458.pdf","ok",NA,NA,129020,"cfa4484186b9cfe903df6f44d63a77a63fe64520ae3b80aefaeb3217724a79fa","pdf",FALSE
"strobe","STROBE",17,"Japanese (PDF)","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE-Exp-JAPANESE.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/17_3aea8797.pdf","ok",NA,NA,2172306,"5f9edd49076a392e59c1985397b76e68e07544bc79a301df80b609de50e1c636","pdf",FALSE
"strobe","STROBE",18,"Spanish (PDF)","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE-Exp-SPANISH.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/18_f9916c16.pdf","ok",NA,NA,672461,"899f8ce1e498e557e959c779ed612dad58602cd7796eb73e5a1306799da23632","pdf",FALSE
"strobe","STROBE",19,"Persian (PDF)","https://www.equator-network.org/wp-content/uploads/2015/10/STROBE_Persian_Combined.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/19_abf181be.pdf","ok",NA,NA,83532,"61568101c0d2654b561f447648cbe022a80c5dfb0131438479abc8327f1b71cd","pdf",FALSE
"strobe","STROBE",20,"Turkish (PDF)","https://www.equator-network.org/wp-content/uploads/2021/04/STROBE-Turkish-translation.pdf","www.equator-network.org","pdf","data-raw/downloads/strobe/20_eed73be6.pdf","ok",NA,NA,501287,"834e4506837e6c657735c935635c3d07bb4a6ea050e9bd18dc8104fc95b97614","pdf",FALSE
"record","RECORD",1,"RECORD Checklist (PDF)","http://www.record-statement.org/Files/checklist/RECORD%20Checklist.pdf","www.record-statement.org","pdf","data-raw/downloads/record/01_ae7d1f41.pdf","ok",NA,NA,40994,"663bbcbddf425b7ab04c504eee0210f40668867bb1f56831180f347d3c3523e2","pdf",FALSE
"record","RECORD",2,"RECORD Checklist (Word)","http://www.record-statement.org/Files/checklist/RECORD%20Checklist.docx","www.record-statement.org","docx","data-raw/downloads/record/02_48e77dc6.docx","ok",NA,NA,17088,"451fb94f87f4e266abf6018bf1ca7204730ecf30d257fd7edbd2e1a0d711a53c","docx",FALSE
"record","RECORD",3,"PDF","https://docs.google.com/viewer?url=http://www.record-statement.org/Files/pubs/2017%20-%20Chinese%20Journal%20of%20Evidence-Based%20Medicine%20-%20RECORD.pdf","docs.google.com","","data-raw/downloads/record/03_d3870483","ok",NA,NA,13564,"aa5313cf2e842bd851f28cc77373a69365c3afe3362792dc20646b546d4eee36","html",FALSE
"record","RECORD",4,"PDF","https://docs.google.com/viewer?url=http://www.record-statement.org/Files/pubs/RECORD_check_list_Japanese.pdf","docs.google.com","","data-raw/downloads/record/04_a0cd41b6","ok",NA,NA,13202,"0de513ce49c25b6da71e7cc670dedb0443213ddbc6210169e56d064621333a50","html",FALSE
"prisma-harms","PRISMA harms",1,"Word","https://www.prisma-statement.org/s/PRISMA-Harms-checklist-items.docx","www.prisma-statement.org","docx","data-raw/downloads/prisma-harms/01_784c3707.docx","ok",NA,NA,17823,"bc76b8a8cdf4ad8b23d6805736ca22448e3607dfc2aaba457ac1fb8894ccf457","docx",FALSE
